doi,dataCiteClientId,dataCiteClientName,publicationYear,resourceType,title,publisher,createdAt,updatedAt,isPublisher,isFunder,haveCreatorAffiliation,haveContributorAffiliation,isLatestVersion,isConceptDoi,matchPublisherRor,matchCreatorAffiliationRor,matchContributorAffiliationRor,matchFunderRor,matchPublisherName,matchCreatorName,matchContributorName,matchFunderName,inDataCite,inOpenAire,inOpenAlex,inCrossRef,openAireBestAccessRight,openAireIndicatorsUsageCountsDownloads,openAireIndicatorsUsageCountsViews,openAireId,openAlexId,openAlexCitedByCount,openAlexReferencedWorksCount,titleWordCount,referencedByDoi,dataCiteClientType
10.5878/000378,snd.snd,Swedish National Data Service,1995,Dataset,Esbo youth survey 1984,Luleå University of Technology,2013-12-17T19:33:33Z,2025-09-22T10:39:14Z,1,,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,,RESTRICTED,,,,,,,4,,repository
10.13140/2.1.3869.8247,rg.rg,ResearchGate,2013,Other,Towards implementation of feminism in engineering: The relation to nature and Keller about self‐organization,Luleå University of Technology,2014-09-24T12:48:46Z,2025-10-02T02:16:33Z,1,,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,14,,repository
10.13140/2.1.3632.4162,rg.rg,ResearchGate,2014,Other,NIMO Overall Architecture and Service Enablers,Luleå University of Technology,2015-01-13T08:15:29Z,2025-10-06T15:21:22Z,1,,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,6,,repository
10.13140/rg.2.1.1226.1609,rg.rg,ResearchGate,2007,Other,Modelling the Economic Costs of Climate Policy,Luleå University of Technology,2015-09-03T19:30:58Z,2025-10-08T10:25:46Z,1,,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,7,,repository
10.13140/rg.2.1.1289.6722,rg.rg,ResearchGate,2013,Other,PILOT SCALE EVALUATION OF SOIL WASHING FOR TREATMENT OF ARSENIC CONTAMINATED SOIL (PSEMA) FINAL REPORT Formas Research Project (Dnr: 245-2006-964),"KTH-International Groundwater Arsenic Research Group Dept of Land and Water Res. Eng., KTH Royal Institute of Technology, STOCKHOLM, Sweden  and  Dept of Civil, Environ. and Natural Res.Eng., Luleå University of Technology, Luleå, Sweden",2015-11-19T10:25:06Z,2025-10-08T12:24:23Z,1,,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,20,,repository
10.13140/rg.2.1.4668.8726,rg.rg,ResearchGate,1993,Other,Modelling and control of rotary crane systems,Luleå tekniska universitet,2015-11-20T07:57:19Z,2025-10-08T12:25:54Z,1,,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,7,,repository
10.13140/rg.2.1.4209.2569,rg.rg,ResearchGate,2014,Other,Data Analysis of Heavy Haul Locomotive Wheel-sets’ Running Surface Wear at Malmbanan,Luleå University of Technology,2016-01-18T09:49:57Z,2025-10-09T09:10:45Z,1,,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,12,,repository
10.13140/rg.2.1.1325.6721,rg.rg,ResearchGate,2013,Other,Using integrated reliability analysis to optimise maintenance strategies: a Bayesian integrated reliability analysis of locomotive wheels,Luleå University of Technology,2016-01-18T09:56:02Z,2025-10-09T09:10:46Z,1,,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,16,,repository
10.13140/rg.2.1.3800.4246,rg.rg,ResearchGate,2015,Other,Att åstadkomma ökad styreffekt i den svenska kväveoxidavgiften: En granskning av Naturvårdsverkets rapport 6647,Luleå University of Technology,2016-02-04T15:40:16Z,2025-10-09T09:43:24Z,1,,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,14,,repository
10.13140/rg.2.1.5033.6406,rg.rg,ResearchGate,2015,Other,Steel truss exposed to localized fires,Luleå University of Technology,2016-03-14T09:03:06Z,2025-10-09T10:37:36Z,1,,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,6,,repository
